Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,268,Georgia,GEO,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,45465840,,45465840,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,296,Kiribati,KIR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,108021,,108021,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,316,Guam,GUM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,241673,,241673,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,364,Iran,IRN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,12723893,,12723893,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,400,Jordan,JOR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,6099096,,6099096,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,434,Libya,LBY,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1700754,,1700754,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,446,"China, Macao SAR",MAC,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,132348,,132348,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,470,Malta,MLT,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,4396504,,4396504,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,9751648,,9751648,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,498,Rep. of Moldova,MDA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,395684,,395684,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,516,Namibia,NAM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,18276103,,18276103,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,524,Nepal,NPL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,121297,,121297,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,562,Niger,NER,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,88695,,88695,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,566,Nigeria,NGA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,35323130,,35323130,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,577,"Other Africa, nes",F19,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,726171,,726171,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,580,N. Mariana Isds,MNP,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,919923,,919923,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,583,FS Micronesia,FSM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,248237,,248237,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,624,Guinea-Bissau,GNB,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,117750,,117750,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,659,Saint Kitts and Nevis,KNA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,184756,,184756,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,660,Anguilla,AIA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,82474,,82474,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,670,Saint Vincent and the Grenadines,VCT,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,260376,,260376,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,674,San Marino,SMR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,60633,,60633,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,688,Serbia,SRB,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,15899,,15899,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,690,Seychelles,SYC,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,238818,,238818,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,694,Sierra Leone,SLE,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,143053,,143053,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,748,Eswatini,SWZ,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,57195,,57195,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,729,Sudan,SDN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,385350,,385350,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,760,Syria,SYR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,10030,,10030,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,776,Tonga,TON,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,377270,,377270,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,768,Togo,TGO,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,153047,,153047,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,796,Turks and Caicos Isds,TCA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,178603,,178603,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,798,Tuvalu,TUV,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,2695219,,2695219,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,800,Uganda,UGA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,48071,,48071,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,807,North Macedonia,MKD,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,108920,,108920,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,854,Burkina Faso,BFA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,177163,,177163,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,860,Uzbekistan,UZB,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,134982,,134982,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,882,Samoa,WSM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,249932,,249932,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,69229257332,,69229257332.882,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,12,Algeria,DZA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,2563016,,2563016,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,20,Andorra,AND,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,153444,,153444.22,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,24,Angola,AGO,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,3862070,,3862070.94,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,28,Antigua and Barbuda,ATG,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1080812,,1080812,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,969437667,,969437667.091,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,224996332,,224996332.567,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,71249633,,71249633,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,44,Bahamas,BHS,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1411287,,1411287,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,48,Bahrain,BHR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,70899086,,70899086,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,2358812,,2358812,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,513592219,,513592219.92,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,68,Bolivia (Plurinational State of),BOL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1201616341,,1201616341.321,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,72,Botswana,BWA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,30611,,30611.29,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,3440421765,,3440421765.647,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,84,Belize,BLZ,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1607341,,1607341.99,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,422136092,,422136092,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1389921450,,1389921450.82,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,136,Cayman Isds,CYM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,396045,,396045,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,140,Central African Rep.,CAF,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,9337,,9337,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,19090878401,,19090878401.252,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,702287771,,702287771.68,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,178,Congo,COG,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,753659,,753659,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,241463189,,241463189.99,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,203,Czechia,CZE,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,14519887,,14519887,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,204,Benin,BEN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,553195,,553195.72,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,192,Cuba,CUB,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,29002491,,29002491.72,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,194491362,,194491362,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,212,Dominica,DMA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,308243,,308243,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,214,Dominican Rep.,DOM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,101464931,,101464931.28,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,218,Ecuador,ECU,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,507370004,,507370004.012,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,222,El Salvador,SLV,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,73790258,,73790258,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,226,Equatorial Guinea,GNQ,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,404283,,404283,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,231,Ethiopia,ETH,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,523808,,523808,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,232,Eritrea,ERI,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,28356,,28356,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,233,Estonia,EST,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,13876305,,13876305,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,257382864,,257382864,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,903663896,,903663896.27,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,260,Fr. South Antarctic Terr.,ATF,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1776503,,1776503,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,288,Ghana,GHA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,7240280,,7240280,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1084942438,,1084942438.04,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,300,Greece,GRC,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,77202514,,77202514.279,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,308,Grenada,GRD,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,345517,,345517,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,320,Guatemala,GTM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,109033976,,109033976.87,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,324,Guinea,GIN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,130430,,130430,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1857469,,1857469,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,332,Haiti,HTI,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,3237663,,3237663.551,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,340,Honduras,HND,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,38006299,,38006299.02,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,105286675,,105286675.727,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,348,Hungary,HUN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,11412052,,11412052.64,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,352,Iceland,ISL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,3267877,,3267877,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,55590223,,55590223,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,368,Iraq,IRQ,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,2515499,,2515499,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,99798296,,99798296,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,103638240,,103638240,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,911732880,,911732880,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,384,Côte d'Ivoire,CIV,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,2643313,,2643313,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,388,Jamaica,JAM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,13145974,,13145974,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,6445212681,,6445212681.806,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,398,Kazakhstan,KAZ,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,4093335,,4093335.85,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1446136,,1446136.79,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,4285820887,,4285820887.78,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,414,Kuwait,KWT,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,6670152,,6670152,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1268422,,1268422,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,422,Lebanon,LBN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,5448787,,5448787.23,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,428,Latvia,LVA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,10860189,,10860189,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,430,Liberia,LBR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,664705,,664705.83,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,440,Lithuania,LTU,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,17913720,,17913720,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,442,Luxembourg,LUX,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,302729,,302729.866,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,200642083,,200642083,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,462,Maldives,MDV,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,327986,,327986,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,466,Mali,MLI,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,26316,,26316,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,478,Mauritania,MRT,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,166681,,166681,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1172226689,,1172226689.08,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1283159863,,1283159863.36,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,496,Mongolia,MNG,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,387369,,387369,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,504,Morocco,MAR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,10880117,,10880117,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,5938738,,5938738,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,512,Oman,OMN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,36621289,,36621289,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1658377573,,1658377573.47,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,531,Curaçao,CUW,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,3486670,,3486670,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,533,Aruba,ABW,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1981009,,1981009,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,540,New Caledonia,NCL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,136606,,136606,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,67912014,,67912014,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,558,Nicaragua,NIC,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,34761557,,34761557.64,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,42050278,,42050278,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,22987134,,22987134.54,0
H5,2017,2017,2017,5,0,0,X,152,Chile,CHL,598,Papua New Guinea,PNG,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,8295092,,8295092,0
