Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,3253282,,3253282.96,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,796,Turks and Caicos Isds,TCA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,326697,,326697.76,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,800,Uganda,UGA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,82676,,82676.64,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,807,North Macedonia,MKD,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,24728,,24728,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,854,Burkina Faso,BFA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,244779,,244779.77,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,860,Uzbekistan,UZB,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,124699,,124699.38,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,882,Samoa,WSM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,283396,,283396,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,28,Antigua and Barbuda,ATG,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1227600,,1227600.41,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,75481713821,,75481713821.824,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,20,Andorra,AND,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,285605,,285605.27,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,24,Angola,AGO,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,4743765,,4743765.24,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,798365184,,798365184.413,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,44,Bahamas,BHS,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,2627653,,2627653.34,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,48,Bahrain,BHR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,69388218,,69388218.39,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,40,Austria,AUT,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,98952548,,98952548.66,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,218113335,,218113335.032,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,51,Armenia,ARM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,838016,,838016.25,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,52,Barbados,BRB,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,3079594,,3079594.18,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,56,Belgium,BEL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,600919622,,600919622.06,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,60,Bermuda,BMU,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,228990,,228990.24,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,72,Botswana,BWA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,20272,,20272.94,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,68,Bolivia (Plurinational State of),BOL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1158164577,,1158164577.197,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,3388071764,,3388071764.284,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,84,Belize,BLZ,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1824398,,1824398.26,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,92,Br. Virgin Isds,VGB,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,402685,,402685.75,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,100,Bulgaria,BGR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,311730804,,311730804.21,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,112,Belarus,BLR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,8787791,,8787791.43,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,116,Cambodia,KHM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,13705595,,13705595.14,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1041213559,,1041213559.79,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,136,Cayman Isds,CYM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,344408,,344408.11,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,144,Sri Lanka,LKA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,13336655,,13336655.55,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,25286938068,,25286938068.481,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,722124050,,722124050.51,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,178,Congo,COG,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1800773,,1800773.18,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,246731227,,246731227.55,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,191,Croatia,HRV,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,2037391,,2037391.19,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,192,Cuba,CUB,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,32375622,,32375622.58,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,196,Cyprus,CYP,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,4624831,,4624831.26,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,203,Czechia,CZE,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,16050874,,16050874.31,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,238766494,,238766494.71,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,212,Dominica,DMA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1074710,,1074710.81,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,214,Dominican Rep.,DOM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,79058177,,79058177.59,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,218,Ecuador,ECU,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,493269977,,493269977.637,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,222,El Salvador,SLV,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,80539187,,80539187.43,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,233,Estonia,EST,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,4365664,,4365664.26,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,841677,,841677.45,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,216474209,,216474209.96,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,251,France,FRA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1046307340,,1046307340.42,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,260,Fr. South Antarctic Terr.,ATF,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,2232135,,2232135.93,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,276,Germany,DEU,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1000937823,,1000937823.29,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,288,Ghana,GHA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,19976548,,19976548.47,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,300,Greece,GRC,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,50529519,,50529519.906,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,308,Grenada,GRD,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,401008,,401008.07,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,324,Guinea,GIN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,312245,,312245.36,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,320,Guatemala,GTM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,127207585,,127207585.01,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,3179704,,3179704.41,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,332,Haiti,HTI,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,2753157,,2753157.46,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,340,Honduras,HND,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,44096695,,44096695.7,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,344,"China, Hong Kong SAR",HKG,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,98044154,,98044154.043,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,348,Hungary,HUN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,11311556,,11311556.48,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,352,Iceland,ISL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,4704733,,4704733.34,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,91977361,,91977361.79,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,364,Iran,IRN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,10213820,,10213820.7,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,368,Iraq,IRQ,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,3066819,,3066819.6,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,58301140,,58301140.63,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,152859728,,152859728.73,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,380,Italy,ITA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,824322510,,824322510.99,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,388,Jamaica,JAM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,16947919,,16947919.4,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,7045359686,,7045359686.433,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,398,Kazakhstan,KAZ,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,3337347,,3337347.9,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,400,Jordan,JOR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,8711425,,8711425.05,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,11348933,,11348933.99,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,4342294891,,4342294891,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,414,Kuwait,KWT,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,8763896,,8763896.04,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,548041,,548041.79,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,422,Lebanon,LBN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,6245511,,6245511.49,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,428,Latvia,LVA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,10590463,,10590463.48,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,430,Liberia,LBR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,884638,,884638.99,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,442,Luxembourg,LUX,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,302581,,302581.4,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,446,"China, Macao SAR",MAC,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,67526,,67526.5,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,119146548,,119146548.03,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,462,Maldives,MDV,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,486953,,486953.54,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,466,Mali,MLI,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,545442,,545442.13,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,470,Malta,MLT,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,2614878,,2614878.4,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,478,Mauritania,MRT,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1108927,,1108927.32,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,619112,,619112.24,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1294755987,,1294755987.33,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1320576976,,1320576976.84,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,496,Mongolia,MNG,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1259772,,1259772.19,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,504,Morocco,MAR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,15907881,,15907881.65,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,15842801,,15842801.27,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,512,Oman,OMN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,25980646,,25980646.55,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,533,Aruba,ABW,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1760204,,1760204.6,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,540,New Caledonia,NCL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,158521,,158521.77,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,531,Curaçao,CUW,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,4125990,,4125990.35,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,528,Netherlands,NLD,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1595772497,,1595772497.48,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,71792131,,71792131.06,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,566,Nigeria,NGA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,74430915,,74430915.86,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,558,Nicaragua,NIC,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,35103300,,35103300.75,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,45278436,,45278436.61,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,33428230,,33428230.96,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,591,Panama,PAN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,217049513,,217049513.79,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,598,Papua New Guinea,PNG,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1157695,,1157695.33,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,600,Paraguay,PRY,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,647237589,,647237589.784,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,604,Peru,PER,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1732156154,,1732156154.204,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,608,Philippines,PHL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,46177363,,46177363.09,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,616,Poland,POL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,82399540,,82399540.34,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,642,Romania,ROU,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,11854917,,11854917.75,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,643,Russian Federation,RUS,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,928967737,,928967737.55,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,634,Qatar,QAT,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,9689572,,9689572.36,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,646,Rwanda,RWA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,124967,,124967.43,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,659,Saint Kitts and Nevis,KNA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,286663,,286663.09,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,620,Portugal,PRT,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,56551961,,56551961.51,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,662,Saint Lucia,LCA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,684753,,684753.4,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,670,Saint Vincent and the Grenadines,VCT,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,378742,,378742.19,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,111657106,,111657106.87,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1323326648,,1323326648.26,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,57928260,,57928260.26,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,295210508,,295210508.33,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,705,Slovenia,SVN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,2509014,,2509014.2,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,706,Somalia,SOM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,41173,,41173.14,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,136399067,,136399067.18,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,724,Spain,ESP,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1656380298,,1656380298.83,0
H5,2018,2018,2018,5,0,0,X,152,Chile,CHL,740,Suriname,SUR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,0,-1,N/A,0,,,1749350,,1749350.08,0
